,GEOGRAPHY_CODE,"1. Higher managerial, administrative and professional occupations",1.1 Large employers and higher managerial and administrative occupations,1.2 Higher professional occupations,"2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed,All categories: NS-SeC,L14.1 Never worked,L14.2 Long-term unemployed,L15 Full-time students,Not classified
10,E02000012,0.07867910983488872,0.015218951902368988,0.06346015793251975,0.18047379755922469,0.14228284278535536,0.11184493898061737,0.051974156496769564,0.1211773151471644,0.07623833452979181,0.10681981335247667,5223.75,0.08729361091170136,0.019526202440775305,0.1305096913137114,0.11600861450107681
11,E02000013,0.03919472652770355,0.008017103153393906,0.031177623374309637,0.14377338321753072,0.13557812221628363,0.09192944949225014,0.07518261179404953,0.17014074469980403,0.14038838410831997,0.10244076251558881,4209.75,0.07037234990201319,0.032068412613575625,0.10137181542846962,0.09010828038086188
12,E02000014,0.03784457249649587,0.006696776203083632,0.03114779629341224,0.13549291387634324,0.12334527332191247,0.09048434823236257,0.07553340601152468,0.180657218501791,0.15480454757825884,0.1091730260084099,4815.75,0.07397601619685407,0.03519700981155583,0.09266469397290142,0.08236861686480126
13,E02000015,0.03929878636100944,0.006742438836447698,0.03255634752456174,0.1381236755923714,0.11982277017915623,0.0870737815449817,0.07513003274898863,0.1695241764592564,0.1358119822770179,0.12849162011173185,3893.25,0.08572529377769215,0.042766326334039685,0.10672317472548642,0.09486504420043236
14,E02000016,0.08140794223826715,0.00884476534296029,0.07256317689530686,0.16064981949458484,0.08267148014440433,0.08393501805054152,0.05288808664259928,0.12617328519855595,0.08953068592057761,0.1463898916967509,4155.0,0.11823104693140794,0.02815884476534296,0.17635379061371842,0.15675892498997193
15,E02000017,0.07200762994754412,0.008424733746622158,0.06358289620092195,0.15736766809728184,0.10395803528850739,0.10046097599745668,0.051979017644253694,0.13129868065490383,0.08933396916229534,0.13702114131298682,4718.25,0.11317755523764107,0.023843586075345733,0.1565728818947703,0.1391758950175736
16,E02000018,0.04191716766867067,0.006513026052104208,0.035404141616566465,0.14161656646626586,0.12191048764195057,0.09218436873747494,0.08099532398129593,0.17050768203072814,0.1287575150300601,0.11656646626586506,4491.0,0.0853373413493654,0.031229124916499665,0.10554442217768871,0.09381726415794552
17,E02000019,0.045067423704755145,0.008871540099361249,0.0361958836053939,0.15578424414478353,0.1312987934705465,0.09066713981547196,0.06777856635911994,0.16394606103619588,0.14176721078779275,0.09599006387508871,4227.0,0.06440738112136267,0.03158268275372605,0.10770049680624556,0.09573377493888495
18,E02000020,0.05128205128205128,0.008600095556617296,0.042681955725433984,0.15129797738493392,0.11880872750437968,0.09507883420926899,0.06497849976110846,0.1457238413760153,0.11721611721611722,0.12724956203217072,4709.25,0.09826405478579392,0.028985507246376812,0.12836438923395446,0.11410167931907063
19,E02000021,0.04242311967395332,0.00889218228973694,0.03353093738421638,0.15820674323823639,0.12726935902185996,0.10096331974805484,0.07113745831789552,0.1620970729899963,0.12226750648388292,0.10170433493886624,4048.5,0.07373101148573545,0.027973323453130788,0.11393108558725454,0.10127207607755959
20,E02000022,0.04557498675145734,0.0077724783607136545,0.037802508390743686,0.12259318141671083,0.09839251015721603,0.08549726196785021,0.05564387917329094,0.14167108284755345,0.1273626567744215,0.18689277512806923,4245.75,0.14061119943472886,0.0462815756933404,0.1363716657834305,0.12121925847416043
21,E02000023,0.04187366926898509,0.008516678495386799,0.0333569907735983,0.1334279630943932,0.11284599006387509,0.08256446652472202,0.06529453513129879,0.1653655074520937,0.12017979654601373,0.14620298083747338,3170.25,0.10764135320558316,0.03856162763189023,0.13224509108114502,0.11755119207212891
22,E02000024,0.1781718963165075,0.031514324693042294,0.1466575716234652,0.2956343792633015,0.13274215552523874,0.11732605729877217,0.040927694406548434,0.07012278308321965,0.037926330150068216,0.04051841746248295,5497.5,0.026330150068212824,0.014188267394270123,0.08663028649386084,0.07700469910565408
