,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_SEX_20_NAME,OBS_VALUE
251,2021,E02007059,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
252,2021,E02007059,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),3
253,2021,E02002496,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,1178
254,2021,E02002496,2021 super output areas - middle layer,152,Resident,1092
255,2021,E02002496,2021 super output areas - middle layer,152,Resident:Male,608
256,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
257,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,401
258,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,79
259,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,36
260,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,46
261,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,26
262,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,11
263,2021,E02002496,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,9
264,2021,E02002496,2021 super output areas - middle layer,152,Resident:Female,484
265,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
266,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,367
267,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,40
268,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,15
269,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,24
270,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,11
271,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,17
272,2021,E02002496,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,10
273,2021,E02002496,2021 super output areas - middle layer,152,Staff or owner,0
274,2021,E02002496,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
275,2021,E02002496,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),86
276,2021,E02002497,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,36
277,2021,E02002497,2021 super output areas - middle layer,152,Resident,36
278,2021,E02002497,2021 super output areas - middle layer,152,Resident:Male,10
279,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,0
280,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
281,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,0
282,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,0
283,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,0
284,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,2
285,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,6
286,2021,E02002497,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,2
287,2021,E02002497,2021 super output areas - middle layer,152,Resident:Female,26
288,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,0
289,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
290,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,0
291,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,0
292,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,3
293,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,4
294,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,4
295,2021,E02002497,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,15
296,2021,E02002497,2021 super output areas - middle layer,152,Staff or owner,0
297,2021,E02002497,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
298,2021,E02002497,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
299,2021,E02002498,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,65
300,2021,E02002498,2021 super output areas - middle layer,152,Resident,65
301,2021,E02002498,2021 super output areas - middle layer,152,Resident:Male,30
302,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,4
303,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
304,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,0
305,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,0
306,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,5
307,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,6
308,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,10
309,2021,E02002498,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,5
310,2021,E02002498,2021 super output areas - middle layer,152,Resident:Female,35
311,2021,E02002498,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,1
312,2021,E02002498,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,4
313,2021,E02002498,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,6
