,GEOGRAPHY_CODE,All categories: NS-SeC,Full-time students,Higher professional occupations,Intermediate occupations,Large employers and higher managerial and administrative occupations,Long-term unemployed,"Lower managerial, administrative and professional occupations",Lower supervisory and technical occupations,Never worked,Not classifiable for other reasons,Routine occupations,Semi-routine occupations,Small employers and own account workers
29,E02000030,4238.666666666667,0.07911292859389744,0.09232463038691412,0.0855614973262032,0.05080213903743316,0.006605850896508335,0.22853098458634788,0.035860333438188105,0.02972632903428751,0.18166089965397922,0.04073608052846807,0.06700220195029884,0.10207612456747404
30,E02000031,3390.6666666666665,0.07589461266220998,0.10007864726700746,0.10499410145497444,0.05564294140778608,0.006095163193079041,0.2595359811246559,0.0342115611482501,0.021038143924498622,0.1653558788832088,0.02850963429020842,0.07078254030672435,0.07786079433739677
31,E02000032,3546.0,0.09738672682835119,0.09287460048881369,0.11844331641285956,0.038165068621921414,0.007144200037601052,0.2239142695995488,0.03572100018800527,0.022372626433540137,0.14532806918593721,0.03684903177288964,0.06899793194209437,0.11280315848843768
32,E02000033,3540.6666666666665,0.07606853699868198,0.06194690265486726,0.1174919977405385,0.03633967237808322,0.009602711353794013,0.21220109207305593,0.051967614385238184,0.029937864808887216,0.164940689135756,0.051967614385238184,0.09828657503295049,0.08924872905290906
33,E02000034,3778.6666666666665,0.07692307692307693,0.08609738884968243,0.1058574453069866,0.04234297812279464,0.007410021171489062,0.25846859562455893,0.039343683839096685,0.026287932251235005,0.14749470712773466,0.044636556104446015,0.07551164431898377,0.08962597035991532
34,E02000035,3697.3333333333335,0.08799134511359538,0.11810313739632167,0.0984493328525063,0.04922466642625315,0.009195816804904436,0.26217093400649116,0.03245582401730977,0.031914893617021274,0.139920663541291,0.03155427335016228,0.06184637576631806,0.07717273710782545
35,E02000036,4508.0,0.08118899733806566,0.0771960958296362,0.11106181603076014,0.038154392191659274,0.008429458740017746,0.2246376811594203,0.044365572315882874,0.03889381839692399,0.15276545400769,0.0417036379769299,0.08621709553386572,0.09538598047914817
36,E02000037,4186.0,0.10447523491001752,0.09237139671922281,0.11068641503424112,0.04045230132186654,0.009396400700748528,0.21946169772256727,0.03312629399585921,0.030896639592291768,0.14636088549132026,0.035515209428252904,0.07326007326007326,0.10399745182353877
37,E02000038,4362.666666666667,0.08450488997555013,0.10192542787286063,0.10131418092909535,0.0421760391198044,0.011308068459657702,0.24969437652811732,0.039578239608801954,0.03942542787286063,0.1324877750611247,0.040495110024449874,0.07411369193154033,0.08297677261613691
38,E02000039,2992.0,0.09425133689839572,0.12366310160427807,0.08979500891265597,0.057263814616755795,0.007575757575757576,0.25980392156862747,0.031194295900178252,0.02517825311942959,0.12410873440285204,0.026737967914438502,0.05949197860962567,0.10093582887700535
39,E02000040,2795.3333333333335,0.08991175769139041,0.1318864774624374,0.09348914858096827,0.04483663248270928,0.008585738134986882,0.2308609587407584,0.03362747436203196,0.02575721440496065,0.14905795373241115,0.04340567612687812,0.07393274505127592,0.0746482232291915
40,E02000041,3617.3333333333335,0.10394397346111316,0.08735716918540361,0.10357537781054184,0.034463693328418726,0.011979358643568007,0.21249539255436783,0.03980833026170291,0.03667526723184666,0.15241430151124216,0.04496866936970143,0.08311831920383339,0.08920014743826023
