,GEOGRAPHY_CODE,1. Managers and senior officials,2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,6. Personal service occupations,7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations,All categories: Occupation
6644,E02006645,0.19641754169240272,0.14731315626930205,0.134651019147622,0.10284126003705991,0.11890055589870292,0.06145768993205682,0.05311920938851143,0.08245830759728227,0.10284126003705991,2158.6666666666665
6645,E02006646,0.20099350401222774,0.1119602598395109,0.13068398930072603,0.14100114635078334,0.12800917080626673,0.06648834543370272,0.07107374856706151,0.061138708444784105,0.08865112724493694,1744.6666666666667
6646,E02006647,0.22615076717811874,0.13675783855903934,0.14476317545030018,0.12341561040693795,0.1314209472981988,0.049699799866577715,0.03635757171447632,0.0600400266844563,0.09139426284189459,1998.6666666666667
6647,E02006648,0.2054531490015361,0.1490015360983103,0.15015360983102918,0.1044546850998464,0.13671274961597543,0.059907834101382486,0.04723502304147465,0.0587557603686636,0.08832565284178188,1736.0
6648,E02006649,0.1553784860557769,0.10419859025436713,0.13392583512105422,0.1290223720502605,0.10205332516089488,0.05485749310450505,0.08673000306466441,0.1032791909285933,0.13055470425988353,2175.3333333333335
6649,E02006650,0.1525650557620818,0.08237918215613384,0.2762825278810409,0.12163568773234203,0.10394052044609667,0.05100371747211896,0.05843866171003718,0.07241635687732342,0.08133828996282529,4483.333333333333
6650,E02006651,0.23575581395348835,0.15726744186046512,0.16133720930232556,0.10174418604651163,0.1180232558139535,0.05290697674418604,0.047383720930232555,0.0569767441860465,0.0686046511627907,2293.3333333333335
6651,E02006652,0.185037627268703,0.131916777335104,0.1316954404603807,0.12815405046480743,0.10070827799911465,0.05909694555112882,0.0765825586542718,0.08787073926516158,0.09893758300132802,3012.0
6652,E02006653,0.1624902114330462,0.10826155050900549,0.1235317149569303,0.12999216914643696,0.10140955364134689,0.05990602975724354,0.09162098668754894,0.10297572435395458,0.11981205951448708,3405.3333333333335
6653,E02006654,0.1455040871934605,0.10817438692098094,0.11498637602179837,0.12697547683923707,0.1111716621253406,0.055858310626702996,0.09318801089918256,0.11498637602179837,0.12915531335149866,2446.6666666666665
6654,E02006655,0.2156923076923077,0.1316923076923077,0.14030769230769233,0.1116923076923077,0.14,0.06276923076923077,0.04707692307692308,0.07292307692307692,0.07784615384615384,2166.6666666666665
