,GEOGRAPHY_CODE,Arrived 1951 to 1960,Arrived 1961 to 1970,Arrived 1971 to 1980,Arrived 1981 to 1990,Arrived 1991 to 2000,Arrived 2001 to 2010,Arrived 2011 to 2013,Arrived 2014 to 2016,Arrived 2017 to 2019,Arrived 2020 to 2021,Arrived before 1951,Born in the UK,Total: All usual residents
1856,E02001947,0.007209227811598847,0.009452098686318487,0.007209227811598847,0.004165331624479333,0.014258250560717719,0.055911566805511057,0.016661326497917333,0.02226850368471644,0.018263377122717077,0.006408202499198975,0.002242870874719641,0.8359500160205062,6242.0
1857,E02001948,0.005578231292517007,0.009795918367346938,0.003945578231292517,0.004217687074829932,0.008979591836734694,0.033197278911564626,0.0069387755102040816,0.011292517006802722,0.008843537414965987,0.0019047619047619048,0.0012244897959183673,0.9040816326530612,7350.0
1858,E02001949,0.005357142857142857,0.008116883116883116,0.005194805194805195,0.005194805194805195,0.015584415584415584,0.03603896103896104,0.015909090909090907,0.015584415584415584,0.009415584415584415,0.0037337662337662337,0.0017857142857142857,0.8780844155844156,6160.0
1859,E02001950,0.00723707248745185,0.007937434341076223,0.00501925995097467,0.00443562507295436,0.009571611999533092,0.036535543364071436,0.007587253414264037,0.016458503560172755,0.015174506828528073,0.004902532975370608,0.0015174506828528073,0.8836232053227501,8567.0
1860,E02001951,0.004664475776529206,0.00848086504823492,0.003604367645499841,0.0026502703275734125,0.008904908300646665,0.0412382062970423,0.010071027244778968,0.01515954627371992,0.01091911374960246,0.0018021838227499204,0.0009540973179264285,0.891550938195696,9433.0
1861,E02001952,0.004273504273504274,0.004492658338812185,0.004054350208196362,0.005588428665351742,0.0133683979837826,0.0534735919351304,0.013258820951128644,0.020052596975673898,0.016546131930747315,0.005698005698005698,0.0018628095551172475,0.8573307034845496,9126.0
1862,E02001953,0.00703037120359955,0.011951631046119236,0.005905511811023622,0.0044994375703037125,0.010686164229471317,0.03402699662542182,0.0074521934758155235,0.00843644544431946,0.010826771653543307,0.00421822272215973,0.001968503937007874,0.8929977502812149,7112.0
1863,E02001954,0.004352987732489117,0.008046431869146551,0.003561535417491096,0.00382535285582377,0.013190871916633689,0.040100250626566414,0.014378050389130722,0.01490568526579607,0.02084157762828123,0.006859253396649519,0.001319087191663369,0.8686189157103285,7581.0
1864,E02001955,0.006674907292954265,0.007169344870210136,0.0034610630407911,0.004202719406674907,0.008281829419035847,0.031644004944375775,0.007663782447466007,0.01557478368355995,0.009270704573547589,0.0034610630407911,0.0013597033374536465,0.9012360939431396,8090.0
1865,E02001956,0.004527530305243172,0.0077406163283189715,0.0043814809405579086,0.003797283481816854,0.00686432014020739,0.024828391996494815,0.008616912516430554,0.009931356798597926,0.005403826493354754,0.003067036658390536,0.0013144442821673725,0.9195268000584197,6847.0
1866,E02001957,0.0040609137055837565,0.005964467005076142,0.0025380710659898475,0.0021573604060913707,0.005964467005076142,0.022588832487309644,0.005583756345177665,0.011040609137055837,0.007360406091370559,0.003934010152284264,0.0019035532994923859,0.9269035532994924,7880.0
1867,E02001958,0.007059697795392618,0.01833044339856329,0.01250928907604657,0.007431260837255388,0.02278919990091652,0.06898687143918751,0.02278919990091652,0.03777557592271489,0.038270993311865245,0.013500123854347288,0.0006192717364379489,0.7499380728263562,8074.0
1868,E02001959,0.011401356617116467,0.02265839226439602,0.015298022802713234,0.006494443642661278,0.016741232501082406,0.06638764612498196,0.01818444219945158,0.028719872997546542,0.030740366575263387,0.011689998556790301,0.001876172607879925,0.7698080531101169,6929.0
1869,E02001961,0.008912879738890284,0.014561888024102436,0.006025608837559628,0.008536279186542806,0.01995982927441627,0.08988199849359779,0.022721566658297766,0.047326136078332914,0.0345217172985187,0.013055485814712529,0.0008787346221441124,0.7336178759728847,7966.0
1870,E02001962,0.007763759877998059,0.02232080964924442,0.01580479689449605,0.012893386940246776,0.033134618050741714,0.11493137390822127,0.03992790794399002,0.06349646471648412,0.06613059753223346,0.021627616802994593,0.0011091085539997228,0.6008595591293497,7213.0
