,GEOGRAPHY_CODE,Number of households
4371,E02004554,3062.0
4372,E02004555,2637.0
4373,E02004556,3042.0
4374,E02004557,3682.0
4375,E02004558,3319.0
4376,E02004559,3372.0
4377,E02004560,3678.0
4378,E02004561,4202.0
4379,E02004562,3968.0
4380,E02004563,2909.0
4381,E02004564,3244.0
4382,E02004566,2417.0
4383,E02004567,3263.0
4384,E02004568,3589.0
4385,E02004569,3735.0
4386,E02004570,3696.0
4387,E02004571,3182.0
4388,E02004572,3250.0
4389,E02004573,3055.0
4390,E02004574,3397.0
4391,E02004575,5326.0
4392,E02004576,3905.0
4393,E02004577,2440.0
4394,E02004578,3767.0
4395,E02004579,3468.0
4396,E02004580,5786.0
4397,E02004581,3535.0
4398,E02004582,3307.0
4399,E02004583,4080.0
4400,E02004584,3287.0
4401,E02004585,3849.0
4402,E02004586,3788.0
4403,E02004587,3391.0
4404,E02004588,3489.0
4405,E02004589,3264.0
4406,E02004590,4320.0
4407,E02004591,3094.0
4408,E02004592,5813.0
4409,E02004593,3666.0
4410,E02004594,3289.0
4411,E02004595,5949.0
4412,E02004596,4008.0
4413,E02004597,3854.0
4414,E02004598,4251.0
4415,E02004599,3034.0
4416,E02004600,2479.0
4417,E02004601,2628.0
4418,E02004602,2841.0
4419,E02004603,3349.0
4420,E02004604,3513.0
4421,E02004605,2465.0
4422,E02004606,4625.0
4423,E02004607,4984.0
4424,E02004608,5065.0
4425,E02004609,3115.0
4426,E02004610,3607.0
4427,E02004611,4927.0
4428,E02004612,4180.0
4429,E02004613,2763.0
4430,E02004614,2358.0
4431,E02004615,4011.0
4432,E02004616,4746.0
4433,E02004617,4123.0
4434,E02004618,3098.0
4435,E02004619,3215.0
4436,E02004620,3530.0
4437,E02004621,3159.0
4438,E02004622,3235.0
4439,E02004623,4079.0
4440,E02004624,2768.0
4441,E02004625,4633.0
4442,E02004626,3800.0
4443,E02004627,2829.0
4444,E02004628,3325.0
4445,E02004629,5732.0
4446,E02004630,2745.0
4447,E02004631,2236.0
4448,E02004632,4864.0
4449,E02004633,3600.0
4450,E02004634,5025.0
4451,E02004635,3061.0
4452,E02004636,3293.0
4453,E02004637,4134.0
4454,E02004638,2369.0
4455,E02004639,5557.0
4456,E02004640,3239.0
4457,E02004641,3340.0
4458,E02004642,4781.0
4459,E02004643,3171.0
4460,E02004644,3773.0
4461,E02004645,3904.0
4462,E02004646,3977.0
4463,E02004647,2531.0
4464,E02004648,2556.0
4465,E02004649,3008.0
4466,E02004650,5772.0
4467,E02004651,4514.0
4468,E02004652,2921.0
4469,E02004653,3164.0
4470,E02004654,4974.0
4471,E02004655,3437.0
4472,E02004656,5362.0
4473,E02004657,2935.0
4474,E02004658,2705.0
4475,E02004659,3025.0
4476,E02004660,2914.0
4477,E02004661,3824.0
4478,E02004662,2798.0
4479,E02004663,2879.0
4480,E02004664,3251.0
4481,E02004665,3675.0
4482,E02004666,5004.0
4483,E02004667,5084.0
4484,E02004668,4128.0
4485,E02004669,3110.0
4486,E02004671,3007.0
4487,E02004672,5314.0
4488,E02004673,3255.0
4489,E02004674,5068.0
4490,E02004675,3218.0
4491,E02004676,3401.0
4492,E02004677,2912.0
4493,E02004678,3227.0
4494,E02004679,4480.0
4495,E02004680,3318.0
4496,E02004681,5780.0
4497,E02004682,3389.0
4498,E02004683,3419.0
4499,E02004684,4594.0
4500,E02004685,3782.0
4501,E02004686,3858.0
4502,E02004687,2878.0
4503,E02004688,3412.0
4504,E02004689,2380.0
4505,E02004690,3341.0
4506,E02004691,3342.0
4507,E02004692,3020.0
4508,E02004693,3189.0
4509,E02004694,3189.0
4510,E02004695,3328.0
4511,E02004696,3188.0
4512,E02004697,2669.0
4513,E02004698,2976.0
4514,E02004699,4705.0
4515,E02004700,2755.0
4516,E02004702,3323.0
4517,E02004703,5026.0
4518,E02004704,2591.0
4519,E02004705,4057.0
4520,E02004706,3112.0
4521,E02004707,4649.0
4522,E02004708,4360.0
4523,E02004709,3585.0
4524,E02004710,2704.0
4525,E02004712,3415.0
4526,E02004713,3269.0
4527,E02004714,3336.0
4528,E02004715,3874.0
4529,E02004716,3603.0
4530,E02004717,5224.0
4531,E02004718,3836.0
4532,E02004719,4617.0
4533,E02004720,5036.0
4534,E02004721,4454.0
4535,E02004722,3061.0
4536,E02004723,4080.0
4537,E02004724,3976.0
4538,E02004725,2444.0
4539,E02004726,2702.0
4540,E02004727,3860.0
4541,E02004728,3807.0
4542,E02004729,3071.0
4543,E02004730,3599.0
4544,E02004731,3270.0
4545,E02004732,3715.0
4546,E02004733,3430.0
4547,E02004734,4493.0
4548,E02004735,3261.0
4549,E02004736,3525.0
4550,E02004737,3378.0
4551,E02004738,3168.0
4552,E02004739,2929.0
4553,E02004740,3134.0
4554,E02004741,3150.0
4555,E02004742,3148.0
4556,E02004743,3101.0
4557,E02004744,3797.0
4558,E02004745,3808.0
4559,E02004746,4864.0
4560,E02004747,2858.0
4561,E02004748,4795.0
4562,E02004749,3048.0
4563,E02004750,3354.0
4564,E02004751,3534.0
4565,E02004752,3195.0
4566,E02004753,4301.0
4567,E02004754,3087.0
4568,E02004755,5153.0
4569,E02004756,3881.0
4570,E02004757,3165.0
4571,E02004758,3729.0
4572,E02004759,3313.0
4573,E02004760,4059.0
4574,E02004761,2547.0
4575,E02004764,3659.0
4576,E02004765,2709.0
4577,E02004766,2979.0
4578,E02004767,2264.0
4579,E02004768,2251.0
4580,E02004769,2487.0
4581,E02004770,2816.0
4582,E02004771,3660.0
4583,E02004772,3991.0
4584,E02004774,4676.0
4585,E02004775,4616.0
4586,E02004776,2634.0
4587,E02004777,2597.0
4588,E02004778,2957.0
4589,E02004779,4863.0
4590,E02004780,2503.0
4591,E02004781,3334.0
4592,E02004782,3455.0
4593,E02004783,2989.0
4594,E02004784,2279.0
4595,E02004785,2405.0
4596,E02004786,3517.0
4597,E02004787,3451.0
4598,E02004788,2897.0
4599,E02004789,4378.0
4600,E02004790,3694.0
4601,E02004791,2226.0
4602,E02004792,3748.0
4603,E02004793,3099.0
4604,E02004794,2879.0
4605,E02004795,4072.0
4606,E02004796,4312.0
4607,E02004797,3668.0
4608,E02004798,2675.0
4609,E02004799,3832.0
4610,E02004800,3545.0
4611,E02004801,3747.0
4612,E02004802,2547.0
4613,E02004803,2651.0
4614,E02004804,2815.0
4615,E02004805,3504.0
4616,E02004806,3182.0
4617,E02004807,3927.0
4618,E02004808,4929.0
4619,E02004809,3984.0
4620,E02004810,3210.0
4621,E02004811,3425.0
4622,E02004812,2568.0
4623,E02004813,2561.0
4624,E02004814,2948.0
4625,E02004815,2862.0
4626,E02004817,3315.0
4627,E02004818,4158.0
4628,E02004819,3378.0
4629,E02004820,2945.0
4630,E02004821,2200.0
4631,E02004822,3388.0
4632,E02004823,3861.0
4633,E02004824,3044.0
4634,E02004825,4625.0
4635,E02004826,3926.0
4636,E02004827,2826.0
4637,E02004828,2929.0
4638,E02004829,2399.0
4639,E02004830,2791.0
4640,E02004831,3898.0
4641,E02004832,3755.0
4642,E02004833,3607.0
4643,E02004834,3345.0
4644,E02004835,4654.0
4645,E02004836,2229.0
4646,E02004837,3340.0
4647,E02004838,3963.0
4648,E02004839,3664.0
4649,E02004840,4485.0
4650,E02004841,4928.0
4651,E02004842,4658.0
4652,E02004843,2699.0
4653,E02004844,2884.0
4654,E02004845,3634.0
4655,E02004846,2460.0
4656,E02004847,4252.0
4657,E02004848,2930.0
4658,E02004849,2573.0
4659,E02004850,3056.0
4660,E02004851,2432.0
4661,E02004852,3305.0
4662,E02004853,2779.0
4663,E02004854,3277.0
4664,E02004855,3571.0
4665,E02004856,2366.0
4666,E02004857,2525.0
4667,E02004858,2075.0
4668,E02004859,2237.0
4669,E02004860,2431.0
4670,E02004861,2396.0
4671,E02004862,3099.0
4672,E02004863,3162.0
4673,E02004864,2894.0
4674,E02004865,2415.0
4675,E02004866,2744.0
4676,E02004867,2568.0
4677,E02004868,3065.0
4678,E02004869,2370.0
4679,E02004870,5028.0
4680,E02004871,2041.0
4681,E02004872,2927.0
4682,E02004873,5103.0
4683,E02004874,2397.0
4684,E02004875,3957.0
4685,E02004876,3473.0
4686,E02004877,2137.0
4687,E02004878,3694.0
4688,E02004880,4197.0
4689,E02004881,2989.0
4690,E02004882,3203.0
4691,E02004883,2524.0
4692,E02004884,4532.0
4693,E02004885,3244.0
4694,E02004886,2571.0
4695,E02004887,3085.0
4696,E02004888,3657.0
4697,E02004889,4720.0
4698,E02004890,3805.0
4699,E02004891,3386.0
4700,E02004892,2529.0
4701,E02004893,2374.0
4702,E02004894,4532.0
4703,E02004895,3689.0
4704,E02004896,3380.0
4705,E02004897,2609.0
4706,E02004898,3187.0
4707,E02004899,2102.0
4708,E02004900,3189.0
4709,E02004901,4072.0
4710,E02004902,3056.0
4711,E02004903,2878.0
4712,E02004904,2864.0
4713,E02004905,2418.0
4714,E02004906,4205.0
4715,E02004907,4412.0
4716,E02004908,4310.0
4717,E02004909,2530.0
4718,E02004910,4958.0
4719,E02004911,3038.0
4720,E02004912,4680.0
4721,E02004914,3470.0
4722,E02004915,2470.0
4723,E02004916,3084.0
4724,E02004917,2694.0
4725,E02004918,3676.0
4726,E02004919,3210.0
4727,E02004920,5044.0
4728,E02004921,3305.0
4729,E02004922,4159.0
4730,E02004923,4434.0
4731,E02004924,2868.0
4732,E02004925,2937.0
4733,E02004926,3294.0
4734,E02004927,2651.0
4735,E02004928,2654.0
4736,E02004929,2576.0
4737,E02004930,2834.0
4738,E02004931,2719.0
4739,E02004932,2955.0
4740,E02004933,2531.0
4741,E02004934,3292.0
4742,E02004935,4371.0
4743,E02004936,2427.0
4744,E02004937,3002.0
4745,E02004939,2694.0
4746,E02004940,2999.0
4747,E02004941,3893.0
4748,E02004942,2623.0
4749,E02004943,3303.0
4750,E02004944,3100.0
4751,E02004945,4853.0
4752,E02004946,2631.0
4753,E02004948,2672.0
4754,E02004949,3895.0
4755,E02004950,2666.0
4756,E02004951,3421.0
4757,E02004952,2764.0
4758,E02004953,2494.0
4759,E02004954,2913.0
4760,E02004955,2413.0
4761,E02004956,3859.0
4762,E02004957,4204.0
4763,E02004958,3073.0
4764,E02004959,2422.0
4765,E02004960,2189.0
4766,E02004961,3774.0
4767,E02004962,3663.0
4768,E02004963,2784.0
4769,E02004964,2320.0
4770,E02004965,2751.0
4771,E02004966,2596.0
4772,E02004967,3223.0
4773,E02004968,3021.0
4774,E02004969,2820.0
4775,E02004970,3270.0
4776,E02004971,3091.0
4777,E02004972,2398.0
4778,E02004973,3413.0
4779,E02004974,3592.0
4780,E02004975,2939.0
4781,E02004976,5150.0
4782,E02004977,3162.0
4783,E02004978,3850.0
4784,E02004979,2921.0
4785,E02004980,2430.0
4786,E02004981,3232.0
4787,E02004982,2397.0
4788,E02004983,2604.0
4789,E02004984,2894.0
4790,E02004985,3098.0
4791,E02004986,3733.0
4792,E02004987,3039.0
4793,E02004988,3112.0
4794,E02004989,3989.0
4795,E02004990,2915.0
4796,E02004991,3095.0
4797,E02004992,2839.0
4798,E02004994,2335.0
4799,E02004995,2200.0
4800,E02004996,3496.0
4801,E02004997,3434.0
4802,E02004998,2714.0
4803,E02005000,4963.0
4804,E02005001,3790.0
4805,E02005002,4079.0
4806,E02005003,3288.0
4807,E02005004,4478.0
4808,E02005005,4124.0
4809,E02005006,2502.0
4810,E02005007,3814.0
4811,E02005008,4105.0
4812,E02005009,2507.0
4813,E02005010,3672.0
4814,E02005011,3339.0
4815,E02005012,3804.0
4816,E02005013,3667.0
4817,E02005014,3731.0
4818,E02005015,3827.0
4819,E02005016,3425.0
4820,E02005017,3166.0
4821,E02005018,3708.0
4822,E02005019,2548.0
4823,E02005020,3084.0
4824,E02005021,2669.0
4825,E02005022,2960.0
4826,E02005023,3557.0
4827,E02005025,3626.0
4828,E02005026,3204.0
4829,E02005027,2273.0
4830,E02005028,5308.0
4831,E02005029,5932.0
4832,E02005030,4922.0
4833,E02005031,3327.0
4834,E02005032,3963.0
4835,E02005033,3156.0
4836,E02005034,2823.0
4837,E02005035,3136.0
4838,E02005036,2599.0
4839,E02005037,2779.0
4840,E02005038,2352.0
4841,E02005039,2670.0
4842,E02005040,2732.0
4843,E02005041,3008.0
4844,E02005042,4016.0
4845,E02005043,3333.0
4846,E02005044,3222.0
4847,E02005045,3894.0
4848,E02005046,3454.0
4849,E02005047,3443.0
4850,E02005048,2749.0
4851,E02005049,3188.0
4852,E02005050,4030.0
4853,E02005051,5595.0
4854,E02005052,3725.0
4855,E02005053,3954.0
4856,E02005054,2937.0
4857,E02005055,3209.0
4858,E02005056,4652.0
4859,E02005057,4362.0
4860,E02005058,2958.0
4861,E02005059,3779.0
4862,E02005060,3346.0
4863,E02005061,2822.0
4864,E02005062,2590.0
4865,E02005063,2679.0
4866,E02005064,2662.0
4867,E02005065,3163.0
4868,E02005066,3185.0
4869,E02005067,2318.0
4870,E02005068,2823.0
4871,E02005069,3595.0
4872,E02005070,4049.0
4873,E02005071,5477.0
4874,E02005072,3176.0
4875,E02005073,5396.0
4876,E02005074,3374.0
4877,E02005075,4221.0
4878,E02005076,3907.0
4879,E02005077,3108.0
4880,E02005078,3985.0
4881,E02005079,3565.0
4882,E02005080,4775.0
4883,E02005081,2999.0
4884,E02005082,4661.0
4885,E02005083,3233.0
4886,E02005084,3061.0
4887,E02005085,3139.0
4888,E02005086,2664.0
4889,E02005087,2863.0
4890,E02005088,4030.0
4891,E02005089,2813.0
4892,E02005090,2427.0
4893,E02005091,2904.0
4894,E02005093,2580.0
4895,E02005094,4060.0
4896,E02005095,2980.0
4897,E02005096,4029.0
4898,E02005097,3448.0
4899,E02005098,4070.0
4900,E02005099,3350.0
4901,E02005100,4166.0
4902,E02005101,2831.0
4903,E02005102,2703.0
4904,E02005103,3880.0
4905,E02005104,3355.0
4906,E02005105,3209.0
4907,E02005106,4022.0
4908,E02005107,5400.0
4909,E02005109,2975.0
4910,E02005110,3030.0
4911,E02005111,3687.0
4912,E02005112,3116.0
4913,E02005113,3175.0
4914,E02005114,2736.0
4915,E02005115,2618.0
4916,E02005116,2630.0
4917,E02005117,2779.0
4918,E02005118,4320.0
4919,E02005119,2669.0
4920,E02005120,3190.0
4921,E02005121,5225.0
4922,E02005122,3101.0
4923,E02005123,4894.0
4924,E02005124,3800.0
4925,E02005125,3384.0
4926,E02005126,3299.0
4927,E02005127,3491.0
4928,E02005128,3729.0
4929,E02005129,5094.0
4930,E02005130,3863.0
4931,E02005131,2410.0
4932,E02005132,4954.0
4933,E02005133,3847.0
4934,E02005134,3537.0
4935,E02005135,3195.0
4936,E02005136,3262.0
4937,E02005137,3104.0
4938,E02005138,4176.0
4939,E02005139,4287.0
4940,E02005140,3439.0
4941,E02005141,3233.0
4942,E02005142,3187.0
4943,E02005143,3501.0
4944,E02005144,3536.0
4945,E02005145,3472.0
4946,E02005146,3314.0
4947,E02005147,4644.0
4948,E02005148,3513.0
4949,E02005149,4945.0
4950,E02005150,4940.0
4951,E02005151,5148.0
4952,E02005153,3810.0
4953,E02005154,4635.0
4954,E02005155,4665.0
4955,E02005156,2939.0
4956,E02005157,2743.0
4957,E02005158,2588.0
4958,E02005159,3136.0
4959,E02005160,5372.0
4960,E02005161,3504.0
4961,E02005162,4334.0
4962,E02005163,3126.0
4963,E02005164,3741.0
4964,E02005165,3091.0
4965,E02005166,2801.0
4966,E02005167,2941.0
4967,E02005168,3191.0
4968,E02005169,4636.0
4969,E02005170,4137.0
4970,E02005171,2688.0
4971,E02005172,3273.0
4972,E02005173,3696.0
4973,E02005174,3077.0
4974,E02005175,3493.0
4975,E02005176,3779.0
4976,E02005177,2577.0
4977,E02005178,3696.0
4978,E02005179,4292.0
4979,E02005180,3007.0
4980,E02005181,3086.0
4981,E02005182,2837.0
4982,E02005183,2859.0
4983,E02005184,2279.0
4984,E02005185,4226.0
4985,E02005186,2664.0
4986,E02005189,2400.0
4987,E02005190,2659.0
4988,E02005191,4084.0
4989,E02005192,3689.0
4990,E02005193,3683.0
4991,E02005194,3569.0
4992,E02005195,2550.0
4993,E02005196,4828.0
4994,E02005197,3200.0
4995,E02005198,4416.0
4996,E02005199,3258.0
4997,E02005200,3853.0
4998,E02005201,3537.0
4999,E02005202,4407.0
5000,E02005203,3551.0
5001,E02005204,5557.0
5002,E02005205,2630.0
5003,E02005206,3525.0
5004,E02005207,3943.0
5005,E02005208,5222.0
5006,E02005209,4008.0
5007,E02005210,4949.0
5008,E02005211,4220.0
5009,E02005212,4916.0
5010,E02005213,4832.0
5011,E02005214,2996.0
5012,E02005215,5563.0
5013,E02005216,2297.0
5014,E02005217,4327.0
5015,E02005218,3315.0
5016,E02005219,3874.0
5017,E02005220,2670.0
5018,E02005221,4494.0
5019,E02005222,2617.0
5020,E02005223,3232.0
5021,E02005224,2555.0
5022,E02005225,2649.0
5023,E02005226,3367.0
5024,E02005228,2397.0
5025,E02005229,2631.0
5026,E02005230,3138.0
5027,E02005231,3734.0
5028,E02005233,3162.0
5029,E02005234,3473.0
5030,E02005235,2104.0
5031,E02005236,5762.0
5032,E02005237,4290.0
5033,E02005238,2398.0
5034,E02005239,2701.0
5035,E02005240,2402.0
5036,E02005241,2506.0
5037,E02005242,2778.0
5038,E02005245,3062.0
5039,E02005246,2476.0
5040,E02005247,4491.0
5041,E02005248,2626.0
5042,E02005249,3939.0
5043,E02005250,2802.0
5044,E02005251,2625.0
5045,E02005252,3553.0
5046,E02005253,2775.0
5047,E02005254,3775.0
5048,E02005255,3924.0
5049,E02005256,2872.0
5050,E02005257,2776.0
5051,E02005258,3246.0
5052,E02005259,4095.0
5053,E02005260,2859.0
5054,E02005261,4001.0
5055,E02005262,3249.0
5056,E02005263,2742.0
5057,E02005264,4912.0
5058,E02005265,4788.0
5059,E02005266,3392.0
5060,E02005267,2027.0
5061,E02005268,3442.0
5062,E02005269,4732.0
5063,E02005270,3060.0
5064,E02005271,3660.0
5065,E02005272,4020.0
5066,E02005273,2623.0
5067,E02005274,3401.0
5068,E02005275,2544.0
5069,E02005276,3752.0
5070,E02005277,3687.0
5071,E02005278,3256.0
5072,E02005279,4274.0
5073,E02005280,4673.0
5074,E02005281,3866.0
5075,E02005284,2608.0
5076,E02005285,2789.0
5077,E02005286,3488.0
5078,E02005287,2205.0
5079,E02005288,2643.0
5080,E02005289,2614.0
5081,E02005290,3074.0
5082,E02005291,2527.0
5083,E02005292,2584.0
5084,E02005293,2564.0
5085,E02005294,2966.0
5086,E02005295,3318.0
5087,E02005296,2548.0
5088,E02005297,3643.0
5089,E02005298,3552.0
5090,E02005299,3364.0
5091,E02005300,2113.0
5092,E02005301,2791.0
5093,E02005302,3308.0
5094,E02005303,2772.0
5095,E02005304,3801.0
5096,E02005305,3500.0
5097,E02005306,3218.0
5098,E02005307,4055.0
5099,E02005308,2786.0
5100,E02005309,3709.0
5101,E02005310,3475.0
5102,E02005311,2386.0
5103,E02005312,2683.0
5104,E02005313,3591.0
5105,E02005314,2894.0
5106,E02005315,3380.0
5107,E02005316,2705.0
5108,E02005317,3106.0
5109,E02005318,3244.0
5110,E02005319,4059.0
5111,E02005320,2414.0
5112,E02005321,2589.0
5113,E02005322,4823.0
5114,E02005323,3234.0
5115,E02005324,2876.0
5116,E02005325,4386.0
5117,E02005326,4037.0
5118,E02005327,2813.0
5119,E02005328,3603.0
5120,E02005329,4211.0
5121,E02005330,3942.0
5122,E02005331,3946.0
5123,E02005332,3832.0
5124,E02005334,2347.0
5125,E02005335,3078.0
5126,E02005336,2866.0
5127,E02005337,3940.0
5128,E02005338,4793.0
5129,E02005339,3691.0
5130,E02005340,3914.0
5131,E02005341,3088.0
5132,E02005342,3134.0
5133,E02005343,3335.0
5134,E02005344,3899.0
5135,E02005345,2811.0
5136,E02005346,5530.0
5137,E02005347,3654.0
5138,E02005348,2496.0
5139,E02005349,3432.0
5140,E02005350,3059.0
5141,E02005351,2366.0
5142,E02005352,2527.0
5143,E02005353,4152.0
5144,E02005354,4105.0
5145,E02005355,3222.0
5146,E02005356,3221.0
5147,E02005357,3544.0
5148,E02005358,5233.0
5149,E02005359,3039.0
5150,E02005360,2600.0
5151,E02005361,2785.0
5152,E02005362,2994.0
5153,E02005363,3553.0
5154,E02005364,2097.0
5155,E02005365,4026.0
5156,E02005366,3337.0
5157,E02005368,2660.0
5158,E02005369,5256.0
5159,E02005370,3898.0
5160,E02005371,4418.0
5161,E02005372,4146.0
5162,E02005373,4887.0
5163,E02005374,3051.0
5164,E02005375,4045.0
5165,E02005376,4560.0
5166,E02005377,3908.0
5167,E02005378,2242.0
5168,E02005379,2641.0
5169,E02005380,3694.0
5170,E02005381,3681.0
5171,E02005382,4652.0
5172,E02005383,4070.0
5173,E02005384,3030.0
5174,E02005385,2846.0
5175,E02005386,4303.0
5176,E02005387,4314.0
5177,E02005388,2814.0
5178,E02005389,2697.0
5179,E02005390,4554.0
5180,E02005391,4208.0
5181,E02005392,4055.0
5182,E02005393,3263.0
5183,E02005394,4156.0
5184,E02005395,3971.0
5185,E02005396,2946.0
5186,E02005397,4087.0
5187,E02005398,2960.0
5188,E02005399,3644.0
5189,E02005400,2586.0
5190,E02005401,2706.0
5191,E02005402,2891.0
5192,E02005403,2991.0
5193,E02005404,3690.0
5194,E02005405,3004.0
5195,E02005406,3379.0
5196,E02005407,4546.0
5197,E02005408,3380.0
5198,E02005409,5112.0
5199,E02005412,3559.0
5200,E02005414,3470.0
5201,E02005415,3572.0
5202,E02005416,3909.0
5203,E02005417,3090.0
5204,E02005418,4453.0
5205,E02005419,3788.0
5206,E02005420,3741.0
5207,E02005422,2876.0
5208,E02005423,4387.0
5209,E02005424,4525.0
5210,E02005425,2855.0
5211,E02005426,4601.0
5212,E02005427,3484.0
5213,E02005428,3933.0
5214,E02005429,3195.0
5215,E02005430,3142.0
5216,E02005431,3986.0
5217,E02005432,3464.0
5218,E02005433,3409.0
5219,E02005434,3540.0
5220,E02005435,3640.0
5221,E02005436,3669.0
5222,E02005437,2943.0
5223,E02005438,3225.0
5224,E02005439,5049.0
5225,E02005440,2380.0
5226,E02005441,3714.0
5227,E02005442,2942.0
5228,E02005443,3381.0
5229,E02005444,5786.0
5230,E02005445,5105.0
5231,E02005446,3067.0
5232,E02005447,3566.0
5233,E02005448,3166.0
5234,E02005449,3296.0
5235,E02005450,3800.0
5236,E02005451,3577.0
5237,E02005452,4821.0
5238,E02005453,4757.0
5239,E02005455,5989.0
5240,E02005456,4561.0
5241,E02005457,3804.0
5242,E02005458,2950.0
5243,E02005459,3631.0
5244,E02005460,2439.0
5245,E02005461,2943.0
5246,E02005462,4541.0
5247,E02005463,4119.0
5248,E02005464,3869.0
5249,E02005465,3752.0
5250,E02005466,2898.0
5251,E02005467,3533.0
5252,E02005468,3247.0
5253,E02005469,3303.0
5254,E02005470,5497.0
5255,E02005471,3906.0
5256,E02005472,4459.0
5257,E02005473,4026.0
5258,E02005474,3051.0
5259,E02005475,3031.0
5260,E02005476,3098.0
5261,E02005477,4031.0
5262,E02005478,4377.0
5263,E02005479,4377.0
5264,E02005480,2930.0
5265,E02005481,5589.0
5266,E02005482,4163.0
5267,E02005483,3374.0
5268,E02005484,3183.0
5269,E02005485,3544.0
5270,E02005486,4173.0
5271,E02005487,4151.0
5272,E02005488,3112.0
5273,E02005489,3131.0
5274,E02005490,4178.0
5275,E02005491,5444.0
5276,E02005492,4385.0
5277,E02005493,4333.0
5278,E02005494,4512.0
5279,E02005495,5060.0
5280,E02005496,2788.0
5281,E02005497,3142.0
5282,E02005498,3369.0
5283,E02005499,3635.0
5284,E02005500,3284.0
5285,E02005501,3551.0
5286,E02005502,4288.0
5287,E02005503,3121.0
5288,E02005504,3993.0
5289,E02005505,3225.0
5290,E02005506,3010.0
5291,E02005507,5281.0
5292,E02005508,3057.0
5293,E02005509,3971.0
5294,E02005510,3272.0
5295,E02005511,4004.0
5296,E02005512,3748.0
5297,E02005513,4677.0
5298,E02005514,3042.0
5299,E02005515,2671.0
5300,E02005516,3002.0
5301,E02005517,2345.0
5302,E02005518,4532.0
5303,E02005519,3410.0
5304,E02005520,4077.0
5305,E02005521,3801.0
5306,E02005522,2364.0
5307,E02005523,3516.0
5308,E02005524,2378.0
5309,E02005525,4173.0
5310,E02005526,2309.0
5311,E02005527,3813.0
5312,E02005528,3806.0
5313,E02005529,2617.0
5314,E02005530,2391.0
5315,E02005531,2366.0
5316,E02005532,4359.0
5317,E02005533,3917.0
5318,E02005534,3399.0
5319,E02005535,3056.0
5320,E02005536,2719.0
5321,E02005537,2701.0
5322,E02005538,4345.0
5323,E02005539,3415.0
5324,E02005540,4166.0
5325,E02005541,2550.0
5326,E02005542,3396.0
5327,E02005543,4158.0
5328,E02005544,3113.0
5329,E02005545,2843.0
5330,E02005546,3742.0
5331,E02005547,3807.0
5332,E02005548,3094.0
5333,E02005549,2486.0
5334,E02005550,3433.0
5335,E02005551,2701.0
5336,E02005552,3129.0
5337,E02005553,4253.0
5338,E02005554,3331.0
5339,E02005555,2843.0
5340,E02005556,3327.0
5341,E02005557,2747.0
5342,E02005558,3049.0
5343,E02005559,3065.0
5344,E02005560,3668.0
5345,E02005561,5257.0
5346,E02005562,3309.0
5347,E02005563,3259.0
5348,E02005564,3828.0
5349,E02005565,3124.0
5350,E02005566,4357.0
5351,E02005567,5292.0
5352,E02005568,3333.0
5353,E02005569,3592.0
5354,E02005570,3417.0
5355,E02005571,2832.0
5356,E02005572,3858.0
5357,E02005573,2870.0
5358,E02005574,3244.0
5359,E02005575,3177.0
5360,E02005576,3157.0
5361,E02005577,2722.0
5362,E02005578,2655.0
5363,E02005580,3771.0
5364,E02005581,3233.0
5365,E02005582,3251.0
5366,E02005583,4051.0
5367,E02005584,4957.0
5368,E02005585,4864.0
5369,E02005586,5086.0
5370,E02005587,4286.0
5371,E02005588,5018.0
5372,E02005589,4943.0
5373,E02005592,4190.0
5374,E02005593,2894.0
5375,E02005594,5616.0
5376,E02005595,4124.0
5377,E02005596,4550.0
5378,E02005598,4100.0
5379,E02005599,3103.0
5380,E02005600,2469.0
5381,E02005601,2757.0
5382,E02005602,5610.0
5383,E02005603,5274.0
5384,E02005604,3812.0
5385,E02005605,4501.0
5386,E02005606,2495.0
5387,E02005607,4842.0
5388,E02005608,3327.0
5389,E02005609,3481.0
5390,E02005610,3529.0
5391,E02005611,5099.0
5392,E02005612,2980.0
5393,E02005613,3793.0
5394,E02005614,5505.0
5395,E02005615,3975.0
5396,E02005616,2418.0
5397,E02005617,4362.0
5398,E02005619,2574.0
5399,E02005620,3483.0
5400,E02005621,3336.0
5401,E02005622,4087.0
5402,E02005623,4646.0
5403,E02005624,4751.0
5404,E02005625,4101.0
5405,E02005626,2888.0
5406,E02005627,3371.0
5407,E02005628,3633.0
5408,E02005629,2746.0
5409,E02005630,4270.0
5410,E02005631,4700.0
5411,E02005632,2741.0
5412,E02005633,4165.0
5413,E02005634,3956.0
5414,E02005635,3912.0
5415,E02005636,5103.0
5416,E02005637,4383.0
5417,E02005638,4100.0
5418,E02005639,2427.0
5419,E02005640,4922.0
5420,E02005641,3779.0
5421,E02005642,3365.0
5422,E02005643,3539.0
5423,E02005644,3972.0
5424,E02005645,5606.0
5425,E02005646,2724.0
5426,E02005647,3279.0
5427,E02005648,3814.0
5428,E02005650,2640.0
5429,E02005651,2828.0
5430,E02005652,2909.0
5431,E02005653,3249.0
5432,E02005654,3265.0
5433,E02005655,2724.0
5434,E02005656,2366.0
5435,E02005657,2965.0
5436,E02005658,2735.0
5437,E02005659,2443.0
5438,E02005660,2593.0
5439,E02005661,2584.0
5440,E02005662,2779.0
5441,E02005663,2427.0
5442,E02005664,2571.0
5443,E02005665,3313.0
5444,E02005666,3404.0
5445,E02005667,2868.0
