,GEOGRAPHY_CODE,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms,Total: All households
2780,E02002911,0.002500625156289072,0.04351087771942986,0.1390347586896724,0.2745686421605401,0.25206301575393847,0.15128782195548887,0.07351837959489872,0.032758189547386844,0.03075768942235559,1
2781,E02002912,0.0009475679090334807,0.04990524320909665,0.1348704990524321,0.2441566645609602,0.2526847757422615,0.17972204674668352,0.08275426405559065,0.030322173089071383,0.024636765634870498,1
2782,E02002913,0.005926511260371394,0.04899249308573686,0.14737258000790202,0.24812327143421573,0.2267878308968787,0.14658237850651917,0.09482418016594231,0.04267088107467404,0.03871987356775978,1
2783,E02002914,0.016,0.15272727272727274,0.22593939393939394,0.2509090909090909,0.2273939393939394,0.07757575757575758,0.03442424242424243,0.008484848484848486,0.006545454545454545,1
2784,E02002915,0.017554125219426564,0.07167934464599181,0.14218841427735518,0.2264482153306027,0.2832065535400819,0.15593914569923933,0.0684610883557636,0.017554125219426564,0.016968987712112346,1
2785,E02002916,0.04081201099598224,0.20490589976739268,0.25438781983506026,0.24719813914146754,0.17487840981179953,0.04884753647705646,0.015648128568407697,0.0063438359061112285,0.0069782194967223515,1
2786,E02002917,0.02027679433537174,0.13228194399742516,0.15481171548117154,0.2745413582233666,0.28290955906018667,0.0804634695848085,0.03701319600901191,0.00965561635017702,0.00804634695848085,1
2787,E02002918,0.005376344086021506,0.04962779156327544,0.07857733664185278,0.23904052936311002,0.3763440860215054,0.14516129032258066,0.05913978494623656,0.03225806451612903,0.014474772539288668,1
2788,E02002919,0.017471736896197326,0.1197327852004111,0.19784172661870503,0.31654676258992803,0.2620760534429599,0.051644398766700926,0.02081192189105858,0.009506680369989723,0.004367934224049332,1
2789,E02002920,0.004216444132115249,0.06781447645818693,0.21082220660576248,0.27758257203092057,0.21820098383696415,0.12684469430780043,0.05938158819395643,0.020379479971890373,0.014757554462403373,1
2790,E02002921,0.006435795280416794,0.11829604658289918,0.2347532945142507,0.4204719583205639,0.1927673919705792,0.019000919399325775,0.003677597303095311,0.0021452650934722646,0.002451731535396874,1
2791,E02002922,0.005374417771408097,0.05517735578645647,0.16087423862414904,0.24793980652096023,0.22572554639914008,0.13865997850232892,0.08885704048728055,0.033321390182730205,0.0440702257255464,1
2792,E02002923,0.005141962888441762,0.085177733065057,0.2702883970489604,0.25396825396825395,0.18846411804158283,0.11602951039570758,0.05141962888441762,0.017661524703778225,0.011848871003800582,1
2793,E02002924,0.005723006486074018,0.03815337657382678,0.155284242655475,0.26745516978252576,0.22624952308279284,0.15032430370087752,0.0759252193819153,0.04616558565433041,0.03471957268218237,1
2794,E02002925,0.0054525627044711015,0.06455834242093784,0.16226826608505998,0.26695747001090514,0.20981461286804798,0.1450381679389313,0.08680479825517994,0.03380588876772083,0.02529989094874591,1
2795,E02002926,0.02329162656400385,0.15437921077959577,0.22983638113570742,0.2548604427333975,0.18960538979788258,0.08912415784408084,0.04080846968238691,0.01039461020211742,0.007699711260827719,1
