,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEATING_13_NAME,OBS_VALUE
342,2021,E02006230,2021 super output areas - middle layer,152,Wood only,11
343,2021,E02006230,2021 super output areas - middle layer,152,Solid fuel only,0
344,2021,E02006230,2021 super output areas - middle layer,152,Renewable energy only,47
345,2021,E02006230,2021 super output areas - middle layer,152,District or communal heat networks only,19
346,2021,E02006230,2021 super output areas - middle layer,152,Other central heating only,13
347,2021,E02006230,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),410
348,2021,E02006230,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),74
349,2021,E02006231,2021 super output areas - middle layer,152,Total: All households,3771
350,2021,E02006231,2021 super output areas - middle layer,152,No central heating,31
351,2021,E02006231,2021 super output areas - middle layer,152,Mains gas only,2361
352,2021,E02006231,2021 super output areas - middle layer,152,Tank or bottled gas only,53
353,2021,E02006231,2021 super output areas - middle layer,152,Electric only,321
354,2021,E02006231,2021 super output areas - middle layer,152,Oil only,535
355,2021,E02006231,2021 super output areas - middle layer,152,Wood only,6
356,2021,E02006231,2021 super output areas - middle layer,152,Solid fuel only,6
357,2021,E02006231,2021 super output areas - middle layer,152,Renewable energy only,57
358,2021,E02006231,2021 super output areas - middle layer,152,District or communal heat networks only,0
359,2021,E02006231,2021 super output areas - middle layer,152,Other central heating only,16
360,2021,E02006231,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),346
361,2021,E02006231,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),39
362,2021,E02006232,2021 super output areas - middle layer,152,Total: All households,2608
363,2021,E02006232,2021 super output areas - middle layer,152,No central heating,34
364,2021,E02006232,2021 super output areas - middle layer,152,Mains gas only,1330
365,2021,E02006232,2021 super output areas - middle layer,152,Tank or bottled gas only,40
366,2021,E02006232,2021 super output areas - middle layer,152,Electric only,163
367,2021,E02006232,2021 super output areas - middle layer,152,Oil only,648
368,2021,E02006232,2021 super output areas - middle layer,152,Wood only,17
369,2021,E02006232,2021 super output areas - middle layer,152,Solid fuel only,6
370,2021,E02006232,2021 super output areas - middle layer,152,Renewable energy only,39
371,2021,E02006232,2021 super output areas - middle layer,152,District or communal heat networks only,0
372,2021,E02006232,2021 super output areas - middle layer,152,Other central heating only,7
373,2021,E02006232,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),298
374,2021,E02006232,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),26
375,2021,E02006233,2021 super output areas - middle layer,152,Total: All households,5466
376,2021,E02006233,2021 super output areas - middle layer,152,No central heating,85
377,2021,E02006233,2021 super output areas - middle layer,152,Mains gas only,3973
