,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGU_3_NAME,OBS_VALUE
256,2021,W02000091,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4750
257,2021,W02000091,2021 super output areas - middle layer,152,Can understand spoken Welsh,1253
258,2021,W02000092,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6508
259,2021,W02000092,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4699
260,2021,W02000092,2021 super output areas - middle layer,152,Can understand spoken Welsh,1809
261,2021,W02000093,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6383
262,2021,W02000093,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5304
263,2021,W02000093,2021 super output areas - middle layer,152,Can understand spoken Welsh,1079
264,2021,W02000094,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8590
265,2021,W02000094,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,7123
266,2021,W02000094,2021 super output areas - middle layer,152,Can understand spoken Welsh,1467
267,2021,W02000095,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6259
268,2021,W02000095,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5575
269,2021,W02000095,2021 super output areas - middle layer,152,Can understand spoken Welsh,684
270,2021,W02000096,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6303
271,2021,W02000096,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4905
272,2021,W02000096,2021 super output areas - middle layer,152,Can understand spoken Welsh,1398
273,2021,W02000424,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6550
274,2021,W02000424,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5653
275,2021,W02000424,2021 super output areas - middle layer,152,Can understand spoken Welsh,897
276,2021,W02000425,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8178
277,2021,W02000425,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,7235
278,2021,W02000425,2021 super output areas - middle layer,152,Can understand spoken Welsh,943
279,2021,W02000426,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9649
280,2021,W02000426,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,8203
281,2021,W02000426,2021 super output areas - middle layer,152,Can understand spoken Welsh,1446
282,2021,W02000116,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7195
283,2021,W02000116,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3064
284,2021,W02000116,2021 super output areas - middle layer,152,Can understand spoken Welsh,4131
285,2021,W02000117,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8883
286,2021,W02000117,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,6203
287,2021,W02000117,2021 super output areas - middle layer,152,Can understand spoken Welsh,2680
288,2021,W02000118,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6286
289,2021,W02000118,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3511
290,2021,W02000118,2021 super output areas - middle layer,152,Can understand spoken Welsh,2775
291,2021,W02000120,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6904
292,2021,W02000120,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,2937
293,2021,W02000120,2021 super output areas - middle layer,152,Can understand spoken Welsh,3967
294,2021,W02000122,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6176
295,2021,W02000122,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,2990
296,2021,W02000122,2021 super output areas - middle layer,152,Can understand spoken Welsh,3186
297,2021,W02000123,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7502
298,2021,W02000123,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3519
299,2021,W02000123,2021 super output areas - middle layer,152,Can understand spoken Welsh,3983
300,2021,W02000124,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8459
301,2021,W02000124,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3717
302,2021,W02000124,2021 super output areas - middle layer,152,Can understand spoken Welsh,4742
303,2021,W02000125,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7282
304,2021,W02000125,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3276
305,2021,W02000125,2021 super output areas - middle layer,152,Can understand spoken Welsh,4006
306,2021,W02000421,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11224
307,2021,W02000421,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4820
308,2021,W02000421,2021 super output areas - middle layer,152,Can understand spoken Welsh,6404
309,2021,W02000126,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8041
310,2021,W02000126,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,3637
311,2021,W02000126,2021 super output areas - middle layer,152,Can understand spoken Welsh,4404
312,2021,W02000127,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9412
313,2021,W02000127,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5465
314,2021,W02000127,2021 super output areas - middle layer,152,Can understand spoken Welsh,3947
315,2021,W02000128,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7101
