,GEOGRAPHY_CODE,All other sexual orientations,Bisexual,Gay or Lesbian,Not answered,Straight or Heterosexual,Total: All usual residents aged 16 years and over
0,E02000001,0.004247876061969015,0.023113443278360818,0.07583708145927036,0.10369815092453773,0.7931034482758621,8004.0
1,E02000002,0.0016711229946524064,0.006016042780748663,0.004177807486631016,0.08422459893048129,0.9039104278074866,5984.0
2,E02000003,0.005538600655589465,0.009042613315248107,0.006668927319995479,0.10738103311857126,0.8713688255905957,8847.0
3,E02000004,0.004139228598306679,0.008090310442144873,0.010159924741298213,0.0735653809971778,0.9040451552210724,5315.0
4,E02000005,0.004505632040050063,0.010387984981226533,0.007259073842302879,0.08297872340425531,0.8948685857321652,7990.0
5,E02000007,0.0038842753817305118,0.009375837128315028,0.009241896597910528,0.08317706938119475,0.8943209215108492,7466.0
6,E02000008,0.005278651913511318,0.009136128311846512,0.011673941731803878,0.08790985686732311,0.8860014211755152,9851.0
7,E02000009,0.004917682274962583,0.009621552277100705,0.006307462048321574,0.08980115458627325,0.8893521488133419,9354.0
8,E02000010,0.0036754311563471868,0.008623126943737632,0.006644048628781454,0.08863443596268024,0.8924229573084534,7074.0
9,E02000011,0.006090808416389812,0.009228497600590625,0.007567368032484312,0.08970099667774087,0.8874123292727943,5418.0
10,E02000012,0.0035044087723264754,0.007008817544652951,0.006443590323309971,0.08489712864571558,0.898146054713995,8846.0
11,E02000013,0.006316393913293138,0.0103359173126615,0.007895492391616422,0.08570198105081826,0.8897502153316107,6966.0
12,E02000014,0.005379959650302623,0.01035642232683255,0.005110961667787492,0.08930733019502354,0.8898453261600539,7435.0
13,E02000015,0.003981420039814201,0.010451227604512276,0.009953550099535502,0.09223623092236231,0.8833775713337757,6028.0
14,E02000016,0.006989318211789529,0.017143610708162997,0.023605433205855203,0.10760912567585389,0.8446525121983384,7583.0
15,E02000017,0.009238521836506159,0.011898096304591266,0.005039193729003359,0.1118421052631579,0.8619820828667413,7144.0
16,E02000018,0.005859654137487494,0.010718879519794198,0.007860511647849079,0.09632699728455052,0.8792339574103187,6997.0
17,E02000019,0.002706167212647771,0.007691212078051559,0.0064093433983762995,0.08203959549921663,0.9011536818117077,7021.0
18,E02000020,0.003993765828949932,0.008182349503214495,0.007890122735242549,0.09390220144165205,0.886031560490941,10266.0
19,E02000021,0.0036118090452261307,0.007694723618090453,0.005653266331658292,0.09217964824120603,0.8908605527638191,6368.0
20,E02000022,0.004431314623338257,0.01827917282127031,0.0103397341211226,0.08714918759231906,0.8798005908419497,5416.0
21,E02000023,0.006421691045308598,0.00784873349982162,0.007135212272565109,0.10078487334998217,0.8778094898323225,5606.0
22,E02000024,0.003025888154208226,0.010646643505547462,0.01053457357391012,0.08483693824946767,0.8909559565168665,8923.0
23,E02000025,0.0020037211965078,0.0117360812938314,0.011449835408616,0.0837269214255045,0.8910834406755402,6987.0
24,E02000026,0.0036426380368098157,0.00786042944785276,0.008627300613496933,0.08243865030674846,0.897430981595092,5216.0
25,E02000027,0.0025876568766981497,0.008668650536938802,0.009056799068443524,0.08409884849268986,0.8955880450252297,7729.0
26,E02000028,0.004335532516493873,0.008294062205466541,0.012818096135721017,0.0763430725730443,0.8982092365692743,5305.0
27,E02000029,0.0034960333467796154,0.010891488503428802,0.009412397472098965,0.08417372596477074,0.8920263547129219,7437.0
28,E02000030,0.0011665586519766689,0.005443940375891122,0.007647440051847051,0.07764095917044718,0.9081011017498379,7715.0
